show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,month_of_release,year_of_release,countries
s2988,Movie,Vir Das: For India,"Vir Das, Ajay Bhuyan",['Vir Das'],India,2020-01-26,2020,8,76,Stand-Up Comedy,"From the Vedas to Vasco da Gama to vacuous Bollywood plotlines, comedian Vir Das celebrates the history of India with his one-of-a-kind perspective.",1.0,2020.0,[]
s2997,Movie,Alex Fernández: The Best Comedian in the World,Alex Díaz,['Alex Fernández'],Mexico,2020-01-23,2020,9,51,Stand-Up Comedy,Comic Alex Fernández performs his familiar autobiographical stories but goes a little deeper this time with a tender tale about one of his six siblings.,1.0,2020.0,[]
s3004,Movie,Fortune Feimster: Sweet & Salty,Krysia Plonka,['Fortune Feimster'],United States,2020-01-21,2020,8,61,Stand-Up Comedy,"Actor, comedian and writer Fortune Feimster takes the stage and riffs on her southern roots, sexual awakenings, showbiz career and more.",1.0,2020.0,[]
s3015,Movie,Deadcon,Caryn Waechter,"['Lauren Elizabeth', 'Claudia Sulewski', 'Keith Machekanyanga', 'Mimi Gianopulos', 'Lukas Gage', 'Carl Gilliard', 'Caeli', 'Mark Dohner', 'Jessie Paege', 'Richard Kohnke', 'Dominic Burgess', 'Judah Mackey']",United States,2020-01-16,2019,9,78,Horror Movies,"A group of uber-popular, social media influencers’ trip to a digital media festival grows dark when an evil spirit wants to lure them to their demise.",1.0,2020.0,[]
s3028,Movie,Leslie Jones: Time Machine,"David Benioff, D.B. Weiss",['Leslie Jones'],United States,2020-01-14,2020,10,66,Stand-Up Comedy,"From trying to seduce Prince to battling sleep apnea, Leslie Jones traces her evolution as an adult in a joyfully raw and outrageous stand-up special.",1.0,2020.0,[]
s3037,TV Show,Jamtara - Sabka Number Ayega,Soumendra Padhi,"['Amit Sial', 'Dibyendu Bhattacharya', 'Aksha Pardhasany', 'Sparsh Shrivastava', 'Monika Panwar', 'Anshumaan Pushkar']",India,2020-01-10,2020,8,180,Crime TV Shows,"A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme – and a cop wants to fight it.",1.0,2020.0,[]
s3061,Movie,Ghost Stories,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar","['Janhvi Kapoor', 'Sobhita Dhulipala', 'Sukant Goel', 'Gulshan Devaiah', 'Mrunal Thakur', 'Avinash Tiwary', 'Vijay Varma', 'Sagar Arya', 'Surekha Sikri', 'Pavail Gulati']",India,2020-01-01,2020,8,145,Horror Movies,"The directors of Emmy-nominated ""Lust Stories"" (Zoya Akhtar, Anurag Kashyap, Dibakar Banerjee and Karan Johar) reunite for this quartet of thrillers.",1.0,2020.0,[]
s3062,Movie,Jeff Dunham: Unhinged in Hollywood,Michael Simon,['Jeff Dunham'],United States,2020-01-01,2015,8,71,Stand-Up Comedy,Unfiltered ventriloquist Jeff Dunham brings his ragtag crew of puppet pals to Hollywood for big laughs about celebrity culture and California living.,1.0,2020.0,[]
s3078,Movie,Aaviri,Ravi Babu,"['Ravi Babu', 'Neha Chauhan', 'Sri Muktha', 'Bharani Shankar', 'Mukhtar Khan', 'Priya']",India,2019-12-31,2019,9,110,Horror Movies,"After losing their first child in an accident, a couple moves to a palatial home, where their young daughter comes under the spell of an eerie spirit.",12.0,2019.0,[]
s3097,TV Show,You,Lee Toland Krieger,"['Penn Badgley', 'Elizabeth Lail', 'Shay Mitchell', 'John Stamos', 'Luca Padovan', 'Zach Cherry']",United States,2019-12-26,2019,7,360,Crime TV Shows,"Obsessed with an aspiring writer, a charming bookstore manager goes to extreme measures to insert himself into her life.",12.0,2019.0,[]
s3103,Movie,Sweetheart,J.D. Dillard,"['Kiersey Clemons', 'Emory Cohen', 'Hanna Mangan Lawrence', 'Andrew Crawford', 'Benedict Samuel']",United States,2019-12-25,2019,8,83,Horror Movies,A woman shipwrecked on a remote island discovers she’s not alone and begins a fight for survival against a deadly presence that emerges each night.,12.0,2019.0,[]
s3108,Movie,Jacob's Ladder,David M. Rosenthal,"['Michael Ealy', 'Jesse Williams', 'Nicole Beharie', 'Guy Burnet', 'Joseph Sikora', 'Karla Souza', 'Ritchie Coster', 'Jon Eyez']",United States,2019-12-22,2019,9,90,Thrillers,"After being reunited with a brother he thought was killed in combat, a former army medic begins to experience violent, paranoid visions.",12.0,2019.0,[]
s3124,Movie,Ronny Chieng: Asian Comedian Destroys America!,Sebastian DiNatale,['Ronny Chieng'],United States,2019-12-17,2019,8,63,Stand-Up Comedy,"Ronny Chieng (""The Daily Show,"" ""Crazy Rich Asians"") takes center stage in this stand-up special and riffs on modern American life and more.",12.0,2019.0,[]
s3158,Movie,Jack Whitehall: Christmas with My Father,Richard van't Riet,"['Jack Whitehall', 'Michael Whitehall', 'Hugh Bonneville', 'Graham Norton', 'Layton Williams', 'Andrew Lloyd Webber', 'Tim Rice', 'Tan France', 'Antoni Porowski', 'Jonathan Van Ness']",United Kingdom,2019-12-12,2019,9,65,Stand-Up Comedy,"Jack Whitehall invites his notoriously stuffy father onstage in London's West End for a Christmas comedy extravaganza, complete with celebrity guests.",12.0,2019.0,[]
s3161,Movie,Michelle Wolf: Joke Show,Lance Bangs,['Michelle Wolf'],United States,2019-12-10,2019,9,60,Stand-Up Comedy,"Comedian Michelle Wolf takes on outrage culture, massages, childbirth, feminism and much more (like otters) in a stand-up special from New York City.",12.0,2019.0,[]
s3163,Movie,It Comes at Night,Trey Edward Shults,"['Joel Edgerton', 'Christopher Abbott', 'Carmen Ejogo', 'Riley Keough', 'Kelvin Harrison Jr.', 'David Pendleton', 'Griffin Robert Faulkner']",United States,2019-12-09,2017,10,92,Horror Movies,"As danger stalks the world outside his isolated home, an overprotective father faces a tough decision when another family shows up seeking help.",12.0,2019.0,[]
s3187,Movie,Tiffany Haddish: Black Mitzvah,Linda Mendoza,['Tiffany Haddish'],United States,2019-12-03,2019,9,56,Stand-Up Comedy,"On her 40th birthday, Tiffany Haddish drops a bombastic special studded with singing, dancing and raunchy reflections on her long road to womanhood.",12.0,2019.0,[]
s3229,Movie,Mike Birbiglia: The New One,Seth Barrish,['Mike Birbiglia'],United States,2019-11-26,2019,8,86,Stand-Up Comedy,Comedian Mike Birbiglia hits Broadway with a hilarious yet profound one-man show that recounts his emotional and physical journey to parenthood.,11.0,2019.0,[]
s3257,Movie,Iliza Shlesinger: Unveiled,Steve Paley,['Iliza Shlesinger'],United States,2019-11-19,2019,8,78,Stand-Up Comedy,"Here comes the bride, and she's got plenty to say. Newlywed Iliza Shlesinger dissects wedding traditions as she mines her nuptials for laughs.",11.0,2019.0,[]
s3261,Movie,Jeff Dunham: All Over the Map,Robb Dipple,['Jeff Dunham'],United States,2019-11-16,2014,8,84,Stand-Up Comedy,"America's most beloved ventriloquist hits the road, bringing along all of his most popular pals, including Achmed, Peanut and Walter.",11.0,2019.0,[]
s3263,Movie,The Green Inferno,Eli Roth,"['Ignacia Allamand', 'Daryl Sabara', 'Nicolás Martínez', 'Lorenza Izzo', 'Ariel Levy', 'Magda Apanowicz', 'Sky Ferreira', 'Kirby Bliss Blanton', 'Aaron Burns', 'Ramón Llao', 'Richard Burgi']",United States,2019-11-16,2013,8,101,Horror Movies,"Determined to save an Amazon tribe being squeezed by logging, a group of students finds nothing but trouble when their plane crashes in the jungle.",11.0,2019.0,[]
s3286,Movie,Fadily Camara : La plus drôle de tes copines,Gautier & Leduc,['Fadily Camara'],France,2019-11-14,2019,8,54,Stand-Up Comedy,"Irrepressible French comedian Fadily Camara weaves jokes, vivid characters and physical comedy into a lively stand-up show at La Cigale in Paris.",11.0,2019.0,[]
s3290,Movie,Jeff Garlin: Our Man In Chicago,Christopher Storer,['Jeff Garlin'],United States,2019-11-12,2019,9,59,Stand-Up Comedy,"Comedian Jeff Garlin (unintentionally) celebrates his 37th year of stand-up and shares his learnings on love, loss, success and food addiction.",11.0,2019.0,[]
s3306,Movie,Seth Meyers: Lobby Baby,Neal Brennan,['Seth Meyers'],United States,2019-11-05,2019,8,61,Stand-Up Comedy,SNL alumnus and subversive master of late-night TV Seth Meyers comes out from behind the desk to share some lighthearted stories from his own life.,11.0,2019.0,[]
s3363,Movie,Arsenio Hall: Smart & Classy,Brian Volk-Weiss,['Arsenio Hall'],United States,2019-10-29,2019,9,63,Stand-Up Comedy,"In his first stand-up special, Arsenio Hall discusses getting older, the changing times and culture, social issues and even bothersome baby toes.",10.0,2019.0,[]
s3380,Movie,Rattlesnake,Zak Hilditch,"['Carmen Ejogo', 'Theo Rossi', 'Emma Greenwell', 'Apollonia Pratt', 'Debrianna Mansini', 'Bruce Davis']",United States,2019-10-25,2019,10,86,Horror Movies,"After a mysterious woman saves her daughter from a deadly snakebite, a single mother must repay the debt by killing a stranger before sundown.",10.0,2019.0,[]
s3399,Movie,Eli,Ciarán Foy,"['Charlie Shotwell', 'Lili Taylor', 'Kelly Reilly', 'Max Martini', 'Sadie Sink', 'Deneen Tyler', 'Katia Gomez']",United States,2019-10-18,2019,9,98,Horror Movies,"With his desperate parents in tow, an 11-year-old boy with a debilitating illness checks into an isolated clinic to undergo experimental therapy.",10.0,2019.0,[]
s3422,Movie,Sinister 2,Ciarán Foy,"['Shannyn Sossamon', 'John Beasley', 'James Ransone', 'Tate Ellington', 'Robert Daniel Sloan', 'Dartanian Sloan', 'Lucas Jade Zumann', 'Lea Coco']",United States,2019-10-16,2015,10,97,Horror Movies,"A single mother and her twin sons move into a rural house, unaware of its history of being inhabited by an evil spirit that preys upon young children.",10.0,2019.0,[]
s3425,Movie,"Martin Matte: La vie, la mort...eh la la..!",Jean-François Blais,['Martin Matte'],Canada,2019-10-14,2019,8,62,Stand-Up Comedy,"Quebecois comedy star Martin Matte serves up embarrassing personal stories, a solution for social media trolls and more in this unpredictable special.",10.0,2019.0,[]
s3430,Movie,Fractured,Brad Anderson,"['Sam Worthington', 'Lily Rabe', 'Stephen Tobolowsky', 'Adjoa Andoh', 'Lucy Capri', 'Lauren Cochrane', 'Shane Dean']",United States,2019-10-11,2019,9,100,Thrillers,"After his wife and injured daughter disappear from an ER, a man conducts a panicked search and becomes convinced the hospital is hiding something.",10.0,2019.0,[]
s3435,Movie,The Influence,Dennis Rovira van Boekholt,"['Manuela Vellés', 'Maggie Civantos', 'Alain Hernández', 'Claudia Placer', 'Daniela Rubio', 'Emma Suárez', 'Ramón Esquinas', 'Felipe García Vélez', 'Mariana Cordero']",Spain,2019-10-11,2019,8,102,Horror Movies,"Back in her childhood home to help her sister care for their comatose mother, Alicia must face a dark force from her past that now threatens her child.",10.0,2019.0,[]
s3442,Movie,Deon Cole: Cole Hearted,Ryan Polito,['Deon Cole'],United States,2019-10-08,2019,8,70,Stand-Up Comedy,"Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp.""",10.0,2019.0,[]
s3451,Movie,In the Tall Grass,Vincenzo Natali,"['Patrick Wilson', 'Laysla De Oliveira', 'Avery Whitted', 'Harrison Gilbertson', 'Rachel Wilson', 'Will Buie Jr.']",Canada,2019-10-04,2019,9,102,Horror Movies,"After hearing a boy's cry for help, a pregnant woman and her brother wade into a vast field of grass, only to discover there may be no way out.",10.0,2019.0,[]
s3472,Movie,Nikki Glaser: Bangin’,Nicholaus Goossen,['Nikki Glaser'],United States,2019-10-01,2019,9,64,Stand-Up Comedy,"Nikki Glaser bares all in a blistering stand-up special about sex, sobriety and getting over her own insecurities. And she won't spare you the details.",10.0,2019.0,[]
s3478,TV Show,Gotham,Danny Cannon,"['Ben McKenzie', 'Donal Logue', 'Jada Pinkett Smith', 'David Mazouz', 'Sean Pertwee', 'Camren Bicondova', 'Robin Lord Taylor', 'Cory Michael Smith', 'Erin Richards', 'John Doman', 'Victoria Cartagena', 'Andrew Stewart-Jones', 'Larry Pine', 'Jessica Lucas', 'Maggie Geha', 'Charlie Tahan', 'Drew Powell', 'Morena Baccarin', 'Anthony Carrigan', 'Crystal Reed', 'Chris Chalk', 'Damian Young', 'Michael Buscemi', 'Alexander Siddig', 'Michael Maize']",United States,2019-09-30,2019,7,900,Crime TV Shows,"Long before he was commissioner, rookie cop James Gordon takes on Gotham City crime and corruption to avenge the murder of Bruce Wayne's parents.",9.0,2019.0,[]
s3479,Movie,Mo Gilligan: Momentum,Chris Howe,['Mo Gilligan'],United Kingdom,2019-09-30,2019,8,64,Stand-Up Comedy,"Comedian Mo Gilligan blends smooth moves and sharp humor as he riffs on humble beginnings, family dynamics and the complex art of dancing in the club.",9.0,2019.0,[]
s3496,Movie,Jeff Dunham: Beside Himself,Troy Miller,['Jeff Dunham'],United States,2019-09-24,2019,8,58,Stand-Up Comedy,"Jeff Dunham takes the stage in Dallas with his old pals Peanut, Walter, José Jalapeño, Bubba J and Achmed to poke fun at himself and American culture.",9.0,2019.0,[]
s3513,Movie,Sebastian Maniscalco: What's Wrong with People?,Manny Rodriguez,['Sebastian Maniscalco'],United States,2019-09-17,2012,8,76,Stand-Up Comedy,"With his uproarious tirade on modern behavior and decorum, the popular comic tackles the question we've all asked in this hilarious standup special.",9.0,2019.0,[]
s3529,Movie,Bill Burr: Paper Tiger,Mike Binder,['Bill Burr'],United States,2019-09-10,2019,10,67,Stand-Up Comedy,"Bill Burr unloads on outrage culture, male feminism, cultural appropriation, robot sex and more in a blistering stand-up special shot in London.",9.0,2019.0,[]
s3560,Movie,Dave Chappelle: Sticks & Stones,Stan Lathan,['Dave Chappelle'],United States,2019-08-26,2019,8,66,Stand-Up Comedy,"Dave Chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in a defiant stand-up special filmed in Atlanta.",8.0,2019.0,[]
s3570,Movie,Game Over (Tamil Version),Ashwin Saravanan,"['Taapsee Pannu', 'Vinodhini', 'Parvathi T', 'Ramya Subramanian', 'Sanchana Natarajan', 'Anish Kuruvilla', 'David Solomon Raja']",India,2019-08-21,2019,10,98,Horror Movies,"As a series of murders hit close to home, a video game designer with post-traumatic stress must confront her demons, or risk becoming their victim.",8.0,2019.0,[]
s3575,Movie,Simon Amstell: Set Free,Julia Knowles,['Simon Amstell'],United Kingdom,2019-08-20,2019,8,52,Stand-Up Comedy,"Honest, introspective comic Simon Amstell digs deep and delivers a uniquely vulnerable stand-up set on love, ego, intimacy and ayahuasca.",8.0,2019.0,[]
s3590,TV Show,Sacred Games,"Vikramaditya Motwane, Anurag Kashyap","['Saif Ali Khan', 'Nawazuddin Siddiqui', 'Radhika Apte', 'Neeraj Kabi', 'Jitendra Joshi']",India,2019-08-15,2019,7,360,Crime TV Shows,"A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm.",8.0,2019.0,[]
s3618,Movie,Theo Von: No Offense,John Asher,['Theo Von'],United States,2019-08-07,2016,8,67,Stand-Up Comedy,"Southern charmer Theo Von offers up a twisted take on his dating mishaps, meeting Brad Pitt, chasing down fugitive chimpanzees and more.",8.0,2019.0,[]
s3620,Movie,I'm Brent Morin,Lance Bangs,['Brent Morin'],United States,2019-08-06,2015,9,67,Stand-Up Comedy,"In a witty solo show, Brent Morin serves up infectious laughs on the agony of puberty, hot guy problems and the time a girl dumped him for a magician.",8.0,2019.0,[]
s3621,Movie,Jim Jefferies : BARE,Shannon Hartman,['Jim Jefferies'],United States,2019-08-06,2014,10,77,Stand-Up Comedy,"Nothing is sacred in this show from Australian comic Jim Jefferies, whether it’s the mother of his child, auditioning disabled actors, or gun control.",8.0,2019.0,[]
s3623,Movie,Sebastian Maniscalco: Why Would You Do That,Joe DeMaio,['Sebastian Maniscalco'],United States,2019-08-06,2016,9,63,Stand-Up Comedy,"Sebastian Maniscalco delivers an expressive stand-up at the legendary Beacon Theatre on Whole Foods, family nicknames and dodging obnoxious neighbors.",8.0,2019.0,[]
s3646,Movie,D.L. Hughley: Contrarian,Jay Chapman,['D.L. Hughley'],United States,2019-07-21,2018,8,58,Stand-Up Comedy,"D.L. Hughley riffs on hot-button political issues, celebrity scandals, his mother's tough love and more in a rapid-fire stand-up show in Philadelphia.",7.0,2019.0,[]
s3647,Movie,Demetri Martin: The Overthinker,"Jay Karas, Demetri Martin",['Demetri Martin'],United States,2019-07-21,2018,8,56,Stand-Up Comedy,"With his signature one-liners and drawings, Demetri Martin muses on doughnut holes, dogs, sports bars, the alphabet's most aggressive letters and more.",7.0,2019.0,[]
s3658,Movie,Secret Obsession,Peter Sullivan,"['Brenda Song', 'Mike Vogel', 'Dennis Haysbert', 'Ashley Scott', 'Paul Sloan', 'Daniel Booko']",United States,2019-07-18,2019,9,98,Thrillers,"When Jennifer wakes up with amnesia after a traumatic attack, her doting husband cares for her. But she soon realizes the danger is far from over.",7.0,2019.0,[]
s3680,Movie,Aziz Ansari: RIGHT NOW,Spike Jonze,['Aziz Ansari'],United States,2019-07-09,2019,9,65,Stand-Up Comedy,"In a comedy special directed by Spike Jonze, Aziz Ansari shares deep personal insights and hilarious takes on wokeness, family and the social climate.",7.0,2019.0,[]
s3694,Movie,Katherine Ryan: Glitter Room,Linda Mendoza,['Katherine Ryan'],United States,2019-07-01,2019,9,66,Stand-Up Comedy,"Fresh from a tour, comedian Katherine Ryan shares shrewd observations about school bullies, revenge bodies and raising a very fancy child.",7.0,2019.0,[]
s3699,Movie,Inhuman Kiss,Sittisiri Mongkolsiri,"['Phantira Pipityakorn', 'Oabnithi Wiwattanawarang', 'Sapol Assawamunkong', 'Surasak Vongthai', ""Sahatchai 'Stop' Chumrum"", 'Sahajak Boonthanakit', 'Makorn Supinacharoen', 'Sasithorn Panichnok']",Thailand,2019-06-30,2019,8,122,Horror Movies,A teenage girl is caught between the affections of two childhood friends while battling the bloodthirsty demon inside of her that manifests at night.,6.0,2019.0,[]
s3712,Movie,Daniel Sosa: Maleducado,"Alex Díaz, Marcos Bucay",['Daniel Sosa'],Mexico,2019-06-27,2019,10,55,Stand-Up Comedy,"In his second stand-up special, Daniel Sosa reminisces about his childhood, ponders Mexican traditions and points out a major problem with ""Coco.""",6.0,2019.0,[]
s3716,Movie,Mike Epps: Only One Mike,Kevin Bray,['Mike Epps'],United States,2019-06-25,2019,10,63,Stand-Up Comedy,"In a raw stand-up comedy special, Mike Epps mixes it up as he tackles sexual misconduct, special ed, aging body parts and much more.",6.0,2019.0,[]
s3730,Movie,Rakkhosh,"Abhijit Kokate, Srivinay Salian","['Sanjay Mishra', 'Priyanka Bose', 'Tannishtha Chatterjee', 'Barun Chanda', 'Sonamoni Jayant Gadekar', 'Ashwath Bhatt', 'Atul Mahale']",India,2019-06-20,2019,9,116,Horror Movies,An asylum patient’s troubled past threatens his grasp on reality as fellow hospital residents begin disappearing at the hands of an unknown entity.,6.0,2019.0,[]
s3734,Movie,Adam Devine: Best Time of Our Lives,Jay Karas,['Adam Devine'],United States,2019-06-18,2019,8,59,Stand-Up Comedy,"Frenetic comic Adam Devine talks teen awkwardness, celebrity encounters, his ""Pitch Perfect"" audition and more in a special from his hometown of Omaha.",6.0,2019.0,[]
s3735,Movie,Cop Car,Jon Watts,"['Kevin Bacon', 'James Freedson-Jackson', 'Hays Wellford', 'Camryn Manheim', 'Shea Whigham', 'Sean Hartley', 'Kyra Sedgwick', 'Loi Nguyen']",United States,2019-06-16,2015,9,88,Thrillers,Two mischievous boys get thrust into a game of cat and mouse with a murderous psychopath after they decide to steal a police officer’s cruiser.,6.0,2019.0,[]
s3759,Movie,Jo Koy: Comin' In Hot,Shannon Hartman,['Jo Koy'],United States,2019-06-12,2019,9,60,Stand-Up Comedy,"Comedian Jo Koy takes center stage in Hawaii and shares his candid take on cultural curiosities, filter-free fatherhood and more.",6.0,2019.0,[]
s3777,Movie,Miranda Sings Live…Your Welcome,Marcus Raboy,['Colleen Ballinger'],United States,2019-06-04,2019,10,62,Stand-Up Comedy,"Viral video star Miranda Sings and her real-world alter ego Colleen Ballinger share the stage in a special packed with music, comedy and ""magichinry.""",6.0,2019.0,[]
s3801,Movie,The Perfection,Richard Shepard,"['Allison Williams', 'Logan Browning', 'Steven Weber', 'Alaina Huffman', 'Mark Kandborg', 'Graeme Duffy']",United States,2019-05-24,2019,10,91,Horror Movies,"In this twisty horror-thriller, a once-promising music prodigy reconnects with her former mentors, only to find them taken with a talented new pupil.",5.0,2019.0,[]
s3806,Movie,Wanda Sykes: Not Normal,Linda Mendoza,['Wanda Sykes'],United States,2019-05-21,2019,9,66,Stand-Up Comedy,"Wanda Sykes tackles politics, reality TV, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special.",5.0,2019.0,[]
s3861,TV Show,Crime Diaries: Night Out,Felipe Cano,"['Sebastián Osorio', 'Fabiana Medina', 'Laura Osma', 'Enrique Carriazo', 'Julián Román', 'Juliana Velásquez', 'Juan Pablo Urrego', 'Carlos Vergara', 'Ernesto Campos', 'Fabio Rubiano', 'Ernesto Benjumea', 'Jairo Camargo', 'Marcela Agudelo']",Mexico,2019-05-03,2019,5,180,Crime TV Shows,"After going to a Halloween party, college student Luis Andrés Colmenares is found dead. Was it an accident or murder? Inspired by true events.",5.0,2019.0,[]
s3878,Movie,Anthony Jeselnik: Fire in the Maternity Ward,Marcus Raboy,['Anthony Jeselnik'],United States,2019-04-30,2019,10,64,Stand-Up Comedy,"Forging his own comedic boundaries, Anthony Jeselnik revels in getting away with saying things others can't in this stand-up special shot in New York.",4.0,2019.0,[]
s3907,Movie,Franco Escamilla: Bienvenido al mundo,Ulises Valencia,['Franco Escamilla'],Mexico,2019-04-17,2019,10,54,Stand-Up Comedy,"Comedian Franco Escamilla shares stories about parenting his children when they get into trouble, with reflections on gender, friendship and romance.",4.0,2019.0,[]
s3920,Movie,Thriller,Dallas Jackson,"['Jessica Allain', 'Luke Tennie', 'Tequan Richmond', 'Paige Hurd', 'Chelsea Rendon', 'Mitchell Edwards', 'Pepi Sonuga', 'Jason Woods', 'Maestro Harrell', 'RZA', 'Mykelti Williamson']",United States,2019-04-14,2018,9,87,Horror Movies,"When a prank goes wrong, a shy kid from Compton is sent away for murder. Four years later, he’s back and out for revenge on homecoming weekend.",4.0,2019.0,[]
s3931,Movie,The Silence,John R. Leonetti,"['Stanley Tucci', 'Kiernan Shipka', 'Miranda Otto', 'Kate Trotter', 'John Corbett', 'Kyle Breitkopf', 'Dempsey Bryk', 'Billy MacLellan']",Canada,2019-04-10,2019,8,91,Horror Movies,"With the world under attack by deadly creatures who hunt by sound, a teen and her family seek refuge outside the city and encounter a mysterious cult.",4.0,2019.0,[]
s3953,Movie,Kevin Hart: Irresponsible,Leslie Small,['Kevin Hart'],United States,2019-04-02,2019,9,60,Stand-Up Comedy,"As a father of three on his second marriage, Kevin Hart proves that being him is indeed a tall order in a fresh special inspired by his own mistakes.",4.0,2019.0,[]
s3960,Movie,Mercy Black,Owen Egerton,"['Daniella Pineda', 'Elle LaMont', 'Janeane Garofalo', 'Miles Emmons', 'Lee Eddy', 'Austin Amelio', 'Elke Boucher-Depew', 'Dylan Gage', 'Troy Anthony Hogan', 'Jamy Lentz']",United States,2019-03-31,2019,9,88,Horror Movies,"Fifteen years after a traumatic crime, a woman is released from psychiatric care and tries to drive out an evil spirit that continues to haunt her.",3.0,2019.0,[]
s3975,Movie,Nate Bargatze: The Tennessee Kid,Ryan Polito,['Nate Bargatze'],United States,2019-03-26,2019,10,61,Stand-Up Comedy,"Comic Nate Bargatze touches on air travel, cheap weddings, college football, chocolate milk and the perils of ordering coffee in this stand-up special.",3.0,2019.0,[]
s4000,Movie,Amy Schumer Growing,Amy Schumer,['Amy Schumer'],United States,2019-03-19,2019,8,61,Stand-Up Comedy,"Amy Schumer spills on her new marriage, personal growth, making a baby and her mom's misguided advice in a special that's both raunchy and sincere.",3.0,2019.0,[]
s4008,Movie,Jeff Dunham: Arguing with Myself,Manny Rodriguez,['Jeff Dunham'],United States,2019-03-15,2006,7,69,Stand-Up Comedy,"Playing straight man to partners half his size, ventriloquist Jeff Dunham – one of America's funniest comics – slays audiences across the country.",3.0,2019.0,[]
s4009,Movie,Jeff Dunham: Controlled Chaos,"Michael Simon, Matthew McNeil",['Jeff Dunham'],United States,2019-03-15,2011,10,97,Stand-Up Comedy,"Politically incorrect and often raunchy humor pepper ventriloquist Dunham's live concert performance featuring characters Walter, Achmed and Peanut.",3.0,2019.0,[]
s4010,Movie,Jeff Dunham: Minding the Monsters,Manny Rodriguez,['Jeff Dunham'],United States,2019-03-15,2012,8,80,Stand-Up Comedy,"Jeff Dunham returns with a haunted house full of his hysterical entourage, and each character stars in its own horror movie trailer.",3.0,2019.0,[]
s4011,Movie,Jeff Dunham's Very Special Christmas Special,Michael Simon,"['Jeff Dunham', 'Brian Haner']",United States,2019-03-15,2008,6,85,Stand-Up Comedy,"Politically incorrect, sometimes raunchy ventriloquist Jeff Dunham is joined by his irreverent cast of characters in this hilarious Christmas special.",3.0,2019.0,[]
s4060,Movie,Paranormal Investigation,Franck Phelizon,"['Andrei Indreies', 'Jean-Baptiste Heuet', 'Jose Atuncar', 'Pierre Porquet', 'Claudine Bertin', 'Gabriella Jordan', 'Effie Rey', 'Catalin Morar', 'Antoine Rodriguez']",United States,2019-03-01,2018,10,93,Horror Movies,"When a young man becomes possessed after playing a Ouija game, a ghost hunter investigates the evil spirit dwelling within him.",3.0,2019.0,[]
s4081,Movie,Zach Galifianakis: Live at the Purple Onion,Michael Blieden,"['Zach Galifianakis', 'Brian Unger']",United States,2019-02-26,2006,3,61,Stand-Up Comedy,"The unorthodox, piano-playing stand-up star Zach Galifianakis makes a splash on the scene and serves up a healthy dose of his signature wit.",2.0,2019.0,[]
s4084,Movie,Bert Kreischer: The Machine,Ryan Polito,['Bert Kreischer'],United States,2019-02-22,2016,8,70,Stand-Up Comedy,"From his run-in with a grizzly bear to partying with the Russian mafia, the shirtless comic returns with laugh-out-loud tales in this stand-up special.",2.0,2019.0,[]
s4093,Movie,Kevin James: Sweat the Small Stuff,Paul Miller,['Kevin James'],United States,2019-02-20,2001,3,42,Stand-Up Comedy,The film and television star riffs on life's many royal pains in this hourlong special taped at New York City's Hudson Theatre in 2001.,2.0,2019.0,[]
s4116,Movie,"Ken Jeong: You Complete Me, Ho",Jon M. Chu,['Ken Jeong'],United States,2019-02-14,2019,9,62,Stand-Up Comedy,"In his first-ever stand-up special, Ken Jeong pays tribute to his wife and shares stories about Hollywood and how ""The Hangover"" saved his life.",2.0,2019.0,[]
s4129,Movie,"Ray Romano: Right Here, Around the Corner",Michael Showalter,['Ray Romano'],United States,2019-02-05,2019,8,59,Stand-Up Comedy,"Ray Romano cut his stand-up teeth at the Comedy Cellar in New York. Now, in his first comedy special in 23 years, he returns to where it all began.",2.0,2019.0,[]
s4134,Movie,Await Further Instructions,Johnny Kevorkian,"['Sam Gittins', 'Grant Masters', 'Neerja Naik', 'Abigail Cruttenden', 'Kris Saddler', 'Holly Weston', 'David Bradley']",United Kingdom,2019-02-02,2018,10,91,Horror Movies,"A family’s tense reunion turns terrifying when they get trapped in their home by an unknown force, and sinister commands begin appearing on their TV.",2.0,2019.0,[]
s4166,Movie,Animas,"Laura Alvea, José Ortuño","['Clare Durant', 'Iván Pellicer', 'Luis Bermejo', 'Liz Lobato', 'Chacha Huang', 'Ángela Molina']",Spain,2019-01-25,2018,8,88,Horror Movies,A teen's eerie visions become increasingly frequent and terrifying after her longtime friend gets a girlfriend and his abusive dad is strangely killed.,1.0,2019.0,[]
s4194,Movie,Sebastian Maniscalco: Stay Hungry,Rik Reinholdtsen,['Sebastian Maniscalco'],United States,2019-01-15,2019,10,65,Stand-Up Comedy,"Sebastian Maniscalco brings an acerbically unique approach to peacocks on planes, life hacks, rich in-laws and life's annoyances in this comedy special.",1.0,2019.0,[]
