show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,month_of_release,year_of_release,countries
s1354,Movie,Beverly Hills Ninja,Dennis Dugan,"['Chris Farley', 'Nicollette Sheridan', 'Robin Shou', 'Nathaniel Parker', 'Soon-Tek Oh', 'Keith Cooke', 'Chris Rock', 'François Chau', 'Dale Ishimoto', 'Daming Chen']",United States,2021-02-01,1997,6,89,Action & Adventure,"Raised by ninjas, a big-hearted but bumbling orphan travels to Beverly Hills on a mission to help a woman investigate her shady boyfriend.",2.0,2021.0,[]
s1358,Movie,Rocks,Sarah Gavron,"['Bukky Bakray', 'Kosar Ali', ""D'angelou Osei Kissiedu"", 'Shaneigha-Monik Greyson', 'Sarah Niles', 'Ruby Stokes', 'Tawheda Begum', 'Afi Okaidja', 'Anastasia Dymitrow']",United Kingdom,2021-02-01,2019,7,93,Dramas,"Following her mother's abrupt departure, a dynamic and determined teen goes to extraordinary lengths to protect and provide for her younger brother.",2.0,2021.0,[]
s1359,Movie,Shutter Island,Martin Scorsese,"['Leonardo DiCaprio', 'Mark Ruffalo', 'Ben Kingsley', 'Max von Sydow', 'Michelle Williams', 'Emily Mortimer', 'Patricia Clarkson', 'Jackie Earle Haley', 'Ted Levine', 'John Carroll Lynch', 'Elias Koteas']",United States,2021-02-01,2010,8,139,Thrillers,A U.S. marshal's troubling visions compromise his investigation into the disappearance of a patient from a hospital for the criminally insane.,2.0,2021.0,[]
s1360,Movie,The Bank Job,Roger Donaldson,"['Jason Statham', 'Saffron Burrows', 'Richard Lintern', 'Stephen Campbell Moore', 'Daniel Mays', 'Peter Bowles', 'Keeley Hawes', 'Colin Salmon', 'Alki David', 'James Faulkner']",United Kingdom,2021-02-01,2008,5,112,Dramas,"A thief gets in over his head when he breaks into a bank vault full of cash, gems... and secrets on everyone from the London mob to the royal family.",2.0,2021.0,[]
s1365,Movie,Zathura,Jon Favreau,"['Jonah Bobo', 'Josh Hutcherson', 'Dax Shepard', 'Kristen Stewart', 'Tim Robbins', 'Frank Oz', 'John Alexander', 'Derek Mears', 'Douglas Tait', 'Joe Bucaro III']",United States,2021-02-01,2005,5,101,Children & Family Movies,"A mysterious game sends two brothers flying into space, where they must reach the planet Zathura — or be trapped in galactic limbo forever.",2.0,2021.0,[]
s1367,Movie,Fatima,Marco Pontecorvo,"['Joaquim de Almeida', 'Goran Visnjic', 'Stephanie Gil', 'Alejandra Howard', 'Jorge Lamelas', 'Lúcia Moniz', ""Marco D'Almeida"", 'Joana Ribeiro', 'Carla Chambel', 'Elmano Sancho', 'Harvey Keitel', 'Sonia Braga']",Portugal,2021-01-31,2020,5,113,Dramas,"In 1917 Portugal, visions of the Virgin Mary come to three children whose message of faith raises doubts in their family and angers authorities.",1.0,2021.0,[]
s1368,Movie,Hell Fest,Gregory Plotkin,"['Amy Forsyth', 'Reign Edwards', 'Bex Taylor-Klaus', 'Tony Todd', 'Christian James', 'Matt Mercurio', 'Michael Tourek', 'Courtney Dietz', 'Stephen Conroy']",United States,2021-01-31,2018,5,89,Horror Movies,"A serial killer picks off a group of friends, one by one, as they make their way through a hell-themed amusement park.",1.0,2021.0,[]
s1369,Movie,Below Zero,Lluís Quílez,"['Javier Gutiérrez', 'Karra Elejalde', 'Luis Callejo', 'Andrés Gertrúdix', 'Isak Ferriz', 'Édgar Vittorino', 'Miquel Gelabert', 'Florin Opritescu', 'Àlex Monner', 'Patrick Criado']",Spain,2021-01-29,2021,5,107,Action & Adventure,"When a prisoner transfer van is attacked, the cop in charge must fight those inside and outside while dealing with a silent foe: the icy temperatures.",1.0,2021.0,[]
s1370,Movie,Finding ‘Ohana,Jude Weng,"['Kea Peahu', 'Alex Aiono', 'Lindsay Watson', 'Owen Vaccaro', 'Kelly Hu', 'Branscombe Richmond', 'Ke Huy Quan', 'Brad Kalilimoku', 'Chris Parnell', 'Marc Evan Jackson', 'Ricky Garcia']",United States,2021-01-29,2021,4,123,Children & Family Movies,"In Oʻahu for the summer, two siblings from Brooklyn connect with their Hawaiian heritage — and their family — on a daring quest for long-lost treasure.",1.0,2021.0,[]
s1371,Movie,The Dig,Simon Stone,"['Carey Mulligan', 'Ralph Fiennes', 'Lily James', 'Johnny Flynn', 'Ben Chaplin', 'Ken Stott']",United Kingdom,2021-01-29,2021,6,113,Dramas,"On the eve of World War II, a British widow hires a self-taught archaeologist to dig up mysterious formations on her land, leading to a staggering find.",1.0,2021.0,[]
s1373,Movie,June & Kopi,Noviandra Santosa,"['Acha Septriasa', 'Ryan Delon', 'Makayla Rose Hilli', 'TJ']",Indonesia,2021-01-28,2021,3,90,Children & Family Movies,"A street dog is taken in by a young couple, and the family pit becomes an instant accomplice as she adjusts to her new, loving home.",1.0,2021.0,[]
s1379,Movie,Penguin Bloom,Glendyn Ivin,"['Naomi Watts', 'Andrew Lincoln', 'Jacki Weaver', 'Griffin Murray-Johnston', 'Rachel House', 'Leeanna Walsman', 'Lisa Hensley', 'Felix Cameron', 'Abe Clifford-Barr']",Australia,2021-01-27,2021,7,95,Children & Family Movies,"As a mom copes with the aftermath of a harrowing accident, she finds inspiration from an injured magpie taken in by her family. Based on a true story.",1.0,2021.0,[]
s1380,Movie,Black Rose,Okey Oku,"['Blossom Chukwujekwu', 'Ebele Okaro', 'Lilian Echelon', 'Betty Bellor', 'Swanky JKA']",Nigeria,2021-01-26,2018,6,121,Dramas,"Struggling in poverty with her single mother and siblings, a principled young woman meets the man of her dreams but soon finds he's keeping secrets.",1.0,2021.0,[]
s1388,Movie,The Next Three Days,Paul Haggis,"['Russell Crowe', 'Elizabeth Banks', 'Brian Dennehy', 'Lennie James', 'Olivia Wilde', 'Ty Simpkins', 'Helen Carey', 'Liam Neeson', 'Daniel Stern', 'Kevin Corrigan']",United States,2021-01-22,2010,4,133,Dramas,"When his wife becomes a murder suspect and is sent to prison, a professor plots a meticulous plan to take back her freedom and reunite his family.",1.0,2021.0,[]
s1389,Movie,The White Tiger,Ramin Bahrani,"['Adarsh Gourav', 'Rajkummar Rao', 'Priyanka Chopra Jonas', 'Mahesh Manjrekar', 'Vijay Maurya']",India,2021-01-22,2021,5,127,Dramas,The ambitious driver for a rich Indian family uses his wit and cunning to escape from poverty and become an entrepreneur. Based on the bestselling novel.,1.0,2021.0,[]
s1391,Movie,The Shadow of Violence,Nick Rowland,"['Cosmo Jarvis', 'Barry Keoghan', 'Niamh Algar', 'Ned Dennehy', 'Kiljan Tyr Moroney', 'David Wilmot', 'Brid Brennan', 'Simone Kirby', 'Anthony Welsh']",United Kingdom,2021-01-21,2020,6,101,Dramas,"As he reconciles with his ex and their son, an enforcer for a crime family gets an order that tests his loyalty and endangers everyone he holds dear.",1.0,2021.0,[]
s1392,Movie,Cut Throat City,RZA,"['Shameik Moore', 'Demetrius Shipp Jr.', 'Denzel Whitaker', 'Keean Johnson', 'Kat Graham', 'T.I.', 'Terrence Howard', 'Rob Morgan', 'Eiza González', 'Ethan Hawke', 'Wesley Snipes']",United States,2021-01-20,2020,7,123,Dramas,"Bereft of opportunities in the aftermath of Hurricane Katrina, a young man and his close friends turn to a life of crime in the 9th Ward of New Orleans.",1.0,2021.0,[]
s1394,Movie,Sightless,Cooper Karl,"['Madelaine Petsch', 'Alexander Koch', 'December Ensminger', 'Lee Jones']",United States,2021-01-20,2020,8,89,Thrillers,A former violinist grows suspicious of the new people in her life and their alarming behavior as she recovers from an assault that left her blind.,1.0,2021.0,[]
s1397,Movie,Homefront,Gary Fleder,"['Jason Statham', 'James Franco', 'Izabela Vidovic', 'Kate Bosworth', 'Marcus Hester', 'Clancy Brown', 'Winona Ryder', 'Omar Benson Miller', 'Rachelle Lefevre', 'Frank Grillo', 'Chuck Zito', 'Pruitt Taylor Vince']",United States,2021-01-18,2013,4,100,Action & Adventure,"When an ex-DEA agent is widowed, he moves with his young daughter to a small town, but his quiet life is shattered by a meth-making drug trafficker.",1.0,2021.0,[]
s1398,Movie,A Monster Calls,J.A. Bayona,"['Lewis MacDougall', 'Sigourney Weaver', 'Felicity Jones', 'Liam Neeson', 'Toby Kebbell', 'Ben Moor', 'James Melville', 'Oliver Steer', 'Dominic Boyle', 'Geraldine Chaplin', 'Jennifer Lim']",United Kingdom,2021-01-16,2016,2,108,Dramas,"Overwhelmed by his mother’s illness, a young boy begins to understand human complexity through the fantastic tales of a consoling tree monster.",1.0,2021.0,[]
s1399,Movie,Death of Me,Darren Lynn Bousman,"['Maggie Q', 'Luke Hemsworth', 'Alex Essoe', 'Ingkarat Jaraswongkosol', 'Kelly B. Jones', 'Caledonia Burr']",United States,2021-01-16,2020,5,94,Horror Movies,"With no memory of the previous night, a vacationing couple uncovers a disturbing personal video that inexplicably shows one of them killing the other.",1.0,2021.0,[]
s1400,Movie,Radium Girls,"Lydia Dean Pilcher, Ginny Mohler","['Joey King', 'Abby Quinn', 'Cara Seymour', 'Scott Shepherd', 'Susan Heyward', 'Neal Huff', 'Collin Kelly-Sordelet', 'John Bedford Lloyd', 'Joe Grifasi', 'Colby Minifie']",United States,2021-01-16,2018,3,103,Dramas,"When the women at a radium factory begin to fall gravely and inexplicably ill, Bessie and her co-workers set out to expose a corporate cover-up.",1.0,2021.0,[]
s1404,Movie,Double Dad,Cris D'Amato,"['Maisa Silva', 'Eduardo Moscovis', 'Marcelo Médici', 'Laila Zaid', 'Pedro Ottoni', 'Rayana Diniz', 'Caio Vegatti', 'Fafá de Belém', 'Thaynara Og', 'Roberto Bonfim']",Brazil,2021-01-15,2020,5,105,Children & Family Movies,"While her mom is away, a teen sneaks out of the hippie commune where she lives and embarks on a life-changing adventure to discover who her father is.",1.0,2021.0,[]
s1406,Movie,Outside the Wire,Mikael Håfström,"['Anthony Mackie', 'Damson Idris', 'Emily Beecham', 'Michael Kelly', 'Pilou Asbæk']",Hungary,2021-01-15,2021,2,116,Action & Adventure,"In the near future, a drone pilot sent into a war zone finds himself paired with a top-secret android officer on a mission to stop a nuclear attack.",1.0,2021.0,[]
s1407,Movie,Penguins of Madagascar: The Movie,"Eric Darnell, Simon J. Smith","['Tom McGrath', 'Christopher Knights', 'Chris Miller', 'Conrad Vernon', 'John Malkovich', 'Benedict Cumberbatch', 'Ken Jeong', 'Annet Mahendru', 'Peter Stormare']",United States,2021-01-15,2014,7,92,Children & Family Movies,"Elite penguin spies Skipper, Kowalski, Rico and Private join forces with the suave agents of the North Wind to defeat power-mad genius Octavius Brine.",1.0,2021.0,[]
s1408,Movie,Pinkfong & Baby Shark's Space Adventure,Byeon Hee-sun,"['Jo Kyoung-i', 'Kim Seo-yeong', 'Kim Eun-ah', 'Jeong Jae-heon']",United States,2021-01-15,2019,5,65,Children & Family Movies,"Joined by new friends from other planets, Pinkfong and Baby Shark explore outer space and search for missing star pieces to return home.",1.0,2021.0,[]
s1410,Movie,The Vanished,Peter Facinelli,"['Thomas Jane', 'Anne Heche', 'Jason Patric', 'John D. Hickman', 'Peter Facinelli', 'Alex Haydon', 'Aleksei Archer', 'Kristopher Wente']",United States,2021-01-15,2020,8,115,Thrillers,"When their daughter disappears during a family vacation, two terrified parents launch their own investigation that soon exposes local secrets.",1.0,2021.0,[]
s1411,Movie,Tribhanga - Tedhi Medhi Crazy,Renuka Shahane,"['Kajol', 'Tanvi Azmi', 'Mithila Palkar', 'Kunaal Roy Kapur', 'Vaibhav Tatwawaadi', 'Kanwaljeet Singh', 'Manav Gohil', 'Shweta Mehendale']",India,2021-01-15,2021,6,96,Dramas,"When her estranged mother falls into a coma, a self-made single mom grapples with regret and resentment while reflecting on their strained relationship.",1.0,2021.0,[]
s1413,Movie,Wish You,Sung Do-jun,"['Kang In-soo', 'Lee Sang', 'Soo-bin']",South Korea,2021-01-15,2021,7,102,Dramas,"Singing and dreaming together, a talented singer-songwriter and a same-aged keyboardist add harmony and love to each other’s lives.",1.0,2021.0,[]
s1414,Movie,Tanda Tanya,Hanung Bramantyo,"['Reza Rahadian', 'Revalina S. Temat', 'Rio Dewanto', 'Agus Kuncoro Adi', 'Endhita', 'Hengky Solaiman', 'Edmay Solaiman', 'Dedi Soetomo', 'M Ibrahim']",Indonesia,2021-01-14,2011,9,102,Dramas,"In a story of interconnected lives, three families of different religious faiths navigate conflicting beliefs, hardships and other struggles.",1.0,2021.0,[]
s1416,Movie,An Imperfect Murder,James Toback,"['Sienna Miller', 'Alec Baldwin', 'Charles Grodin', 'Colleen Camp', 'John Buffalo Mailer', 'Nick Mathews', 'Steven Prescod', 'Oliver ""Power"" Grant', 'James Toback']",United States,2021-01-13,2017,10,71,Dramas,"Haunted by a nightmare involving her abusive ex-boyfriend, an actress begins to question her reality and whether the incident took place.",1.0,2021.0,[]
s1423,Movie,Apaharan,Prakash Jha,"['Ajay Devgn', 'Nana Patekar', 'Bipasha Basu', 'Ayub Khan', 'Mohan Agashe', 'Mukesh Tiwari', 'Yashpal Sharma', 'Anoop Soni', 'Chetan Pandit']",India,2021-01-08,2005,4,161,Dramas,"Raised under the condescending eye of his activist father, an underachieving loafer is lured into the local kingpin’s web of corruption and kidnapping.",1.0,2021.0,[]
s1425,Movie,Charming,Ross Venokur,"['Wilmer Valderrama', 'Demi Lovato', 'Sia', 'Nia Vardalos', 'Ashley Tisdale', 'Avril Lavigne', 'G.E.M.', 'John Cleese', 'Chris Harrison', 'Dee Bradley Baker', 'Carlos Alazraqui']",Canada,2021-01-08,2021,4,85,Children & Family Movies,"On the eve of his 21st birthday, an adored prince must find his one, true soulmate before a spell takes away all love from his kingdom.",1.0,2021.0,[]
s1427,Movie,Gangaajal,Prakash Jha,"['Ajay Devgn', 'Gracy Singh', 'Mohan Agashe', 'Mohan Joshi', 'Ayub Khan', 'Akhilendra Mishra', 'Mukesh Tiwari', 'Yashpal Sharma', 'Brij Gopal', 'Anita Kanwal']",India,2021-01-08,2003,5,148,Dramas,"Posted to a small, crime-ridden town, a cop soon learns that cleaning up the system also means confronting the corruption among police and politicians.",1.0,2021.0,[]
s1429,Movie,Is Love Enough? Sir,Rohena Gera,"['Tillotama Shome', 'Vivek Gomber', 'Geetanjali Kulkarni', 'Rahul Vohra', 'Divya Seth', 'Chandrachoor Rai', 'Dilnaz Irani', 'Bhagyashree Pandit', 'Anupriya Goenka', 'Rashi Mal']",India,2021-01-08,2018,2,99,Dramas,"A young widow is hired as the domestic helper for a wealthy architect, but social divides come to the fore as an unlikely attraction grows between them.",1.0,2021.0,[]
s1434,Movie,100% Halal,Jastis Arimba,"['Anisa Rahma', 'Ariyo Wahab', 'Anandito Dwis', 'Fitria Rasyidi', 'Arafah Rianti', 'Kinaryosih']",Indonesia,2021-01-07,2020,6,101,Dramas,"After high school, a young woman marries the man of her father's choice but soon faces the possibility that her religion considers the union invalid.",1.0,2021.0,[]
s1435,Movie,Leap!,"Eric Summer, Éric Warin","['Bronwen Mantel', 'Mel Brooks', 'Maddie Ziegler', 'Dane DeHaan', 'Julie Khaner', 'Elle Fanning', 'Terrence Scammell', 'Tamir Kapelian', 'Carly Rae Jepsen']",France,2021-01-07,2016,6,89,Children & Family Movies,"Félicie and Victor, two young friends in 1880s France, escape from an orphanage to pursue their dreams in Paris, the glittering City of Lights.",1.0,2021.0,[]
s1436,Movie,Pieces of a Woman,Kornél Mundruczó,"['Vanessa Kirby', 'Shia LaBeouf', 'Ellen Burstyn', 'Molly Parker', 'Sarah Snook', 'Iliza Shlesinger', 'Benny Safdie', 'Jimmie Fails']",Canada,2021-01-07,2020,4,128,Dramas,"A heartbreaking home birth leaves a woman grappling with the profound emotional fallout, isolated from her partner and family by a chasm of grief.",1.0,2021.0,[]
s1442,Movie,Hello Brother,Sohail Khan,"['Salman Khan', 'Arbaaz Khan', 'Rani Mukerji', 'Johny Lever', 'Neeraj Vora', 'Shakti Kapoor', 'Razak Khan', 'Sulabha Arya']",India,2021-01-04,1999,9,126,Action & Adventure,"After receiving a heart transplant from a murdered man, a cop is followed around by the victim’s ghost, who won’t rest until his death has been avenged.",1.0,2021.0,[]
s1446,Movie,Asphalt Burning,Hallvard Bræin,"['Anders Baasmo', 'Kathrine Thorborg Johansen', 'Ida Husøy', 'Otto Jespersen', 'Sven Nordin', 'Trond Halbo', 'Alexandra Maria Lara', 'Wenche Myhre', 'Kostja Ullmann', 'Björn Kjellman']",Norway,2021-01-02,2020,4,101,Action & Adventure,"When the brakes slam on his wedding, Roy accepts a challenge from a new foe to race for his runaway bride at the iconic Nürburgring track in Germany.",1.0,2021.0,[]
s1448,Movie,Case 39,Christian Alvart,"['Renée Zellweger', 'Jodelle Ferland', 'Ian McShane', 'Bradley Cooper', 'Callum Keith Rennie', 'Adrian Lester', ""Kerry O'Malley"", 'Cynthia Stevenson', 'Alexander Conti', 'Philip Cabrita']",United States,2021-01-01,2009,4,111,Horror Movies,A naïve social worker brings a 10-year-old child into her home to rescue the girl from abusive parents – only to learn that she isn't what she seems.,1.0,2021.0,[]
s1451,Movie,Eddie Murphy: Raw,Robert Townsend,['Eddie Murphy'],United States,2021-01-01,1987,5,90,Stand-Up Comedy,"This stand-up comedy classic features Eddie Murphy live in a provocative series of impressions, observations and remembrances of his childhood.",1.0,2021.0,[]
s1452,Movie,Full Out 2: You Got This!,Jeff Deverett,"['Sydney Cope', 'Logan Edra', 'Liza Wilk', 'Braedyn Bruner', 'Billie Merritt']",United States,2021-01-01,2020,7,91,Children & Family Movies,"With a championship on the line, Chayse and her gymnastics team look to a local break-dancer for all the right moves to rise above their competition.",1.0,2021.0,[]
s1453,Movie,Gimme Shelter,Ron Krauss,"['Vanessa Hudgens', 'James Earl Jones', 'Rosario Dawson', 'Ann Dowd', 'Stephanie Szostak', 'Emily Meade', 'Brendan Fraser', 'Dascha Polanco']",United States,2021-01-01,2013,9,101,Dramas,"After running away from her abusive mother, a streetwise teen seeks refuge with her father, but he rejects her when he learns that she's pregnant.",1.0,2021.0,[]
s1454,Movie,Good Burger,Brian Robbins,"['Kenan Thompson', 'Kel Mitchell', 'Abe Vigoda', 'Dan Schneider', 'Shar Jackson', 'Jan Schweiterman', 'Linda Cardellini', 'Sinbad', 'Ron Lester', 'Josh Server', 'Ginny Schreiber']",United States,2021-01-01,1997,8,96,Children & Family Movies,"Working at a neighborhood fast-food joint, two teens try to save the restaurant when a giant burger franchise fires up the competition.",1.0,2021.0,[]
s1457,Movie,Into the Wild,Sean Penn,"['Emile Hirsch', 'Marcia Gay Harden', 'William Hurt', 'Jena Malone', 'Brian Dierker', 'Catherine Keener', 'Vince Vaughn', 'Kristen Stewart', 'Hal Holbrook', 'Zach Galifianakis']",United States,2021-01-01,2007,6,148,Action & Adventure,A young man gives up everything – including his trust fund and ties to a seemingly stable family – to lead a solitary life in the wild.,1.0,2021.0,[]
s1459,Movie,London Heist,Mark McQueen,"['Craig Fairbrass', 'James Cosmo', 'Mem Ferda', 'Nick Moran', 'Steven Berkoff', 'Nathalie Cox', 'Roland Manookian', 'Eddie Webber', 'Tony Denham', 'Katie Clarkson-Hill']",United Kingdom,2021-01-01,2017,4,96,Action & Adventure,"After a heist gone wrong, a career criminal gradually uncovers the hidden motive behind his father's murder – and it has nothing to do with money.",1.0,2021.0,[]
s1468,Movie,Unknown,Jaume Collet-Serra,"['Liam Neeson', 'Diane Kruger', 'January Jones', 'Aidan Quinn', 'Bruno Ganz', 'Frank Langella', 'Sebastian Koch', 'Olivier Schneider', 'Stipe Erceg', 'Rainer Bock']",United Kingdom,2021-01-01,2011,8,113,Action & Adventure,"Liam Neeson stars as a man who regains consciousness after a car accident, only to discover that another man is impersonating him.",1.0,2021.0,[]
s1471,Movie,Alaska Is a Drag,Shaz Bennett,"['Martin L. Washington Jr.', 'Maya Washington', 'Matt Dallas', ""Christopher O'Shea"", 'Jason Scott Lee', 'Margaret Cho', 'Kevin Daniels', 'John Fleck', 'Nia Peeples', 'Adam Tomei']",United States,2020-12-31,2017,5,83,Dramas,"Tormented by bullies, an aspiring drag star working at an Alaskan cannery becomes a skilled fighter and is tapped for competition by a boxing coach.",12.0,2020.0,[]
s1475,Movie,Tarung Sarung,Archie Hekagery,"['Panji Zoni', 'Yayan Ruhian', 'Maizura', 'Cemal Farukh', 'Imelda Therinne', 'Surya Saputra', 'Jarot Superdj', 'Doyok Superdj', 'Hajra Romessa', 'Annette Edoarda']",Indonesia,2020-12-31,2020,3,116,Action & Adventure,"Wealthy and spoiled, a young man finds something to fight for when he falls in love with an environmental activist protesting his family's business.",12.0,2020.0,[]
s1482,Movie,The Rope Curse 2,Liao Shih-han,"['Lee Kang-sheng', 'Wilson Hsu', 'Vera Chen', 'Yen Cheng-kuo', 'Chen Bor-jeng', 'Liu Kuo-shao']",Taiwan,2020-12-30,2020,6,105,Horror Movies,"After a purification ritual unravels, a conflicted Taoist priest attempts to help a lonely young psychic whose aunt is possessed by a powerful demon.",12.0,2020.0,[]
s1485,Movie,Cops and Robbers,"Arnon Manor, Timothy Ware-Hill",['Timothy Ware-Hill'],United States,2020-12-28,2020,8,8,Dramas,Animation and activism unite in this multimedia spoken-word response to police brutality and racial injustice.,12.0,2020.0,[]
s1486,Movie,Rango,Gore Verbinski,"['Johnny Depp', 'Isla Fisher', 'Abigail Breslin', 'Ned Beatty', 'Alfred Molina', 'Bill Nighy', 'Stephen Root', 'Harry Dean Stanton', 'Timothy Olyphant', 'Ray Winstone']",United States,2020-12-28,2011,7,110,Children & Family Movies,"When he becomes lost in the desert, pet chameleon Rango pretends he's a tough guy and ends up sheriff of a corrupt and violent frontier town.",12.0,2020.0,[]
s1489,Movie,DNA,Maïwenn,"['Maïwenn', 'Fanny Ardant', 'Louis Garrel', 'Dylan Robert', 'Marine Vacth', 'Caroline Chaniolleau', 'Alain Françon', 'Florent Lacger', 'Henri-Noël Tabary', 'Omar Marwan']",France,2020-12-26,2020,8,91,Dramas,"Grieving the death of her grandfather, Neige navigates family conflict and questions her world in this meditation about cultural identity and roots.",12.0,2020.0,[]
s1491,Movie,The Magic School Bus Rides Again In the Zone,Richard Weston,"['Mikaela Blake', 'Gabby Clarke', 'Roman Lutterotti', 'Leke Maceda-Rustecki', 'Matthew Mucci', 'Lynsey Pham', 'Kaden Stephen', 'Lights']",Canada,2020-12-26,2020,5,46,Children & Family Movies,"Ms. Frizzle's class sees every show on a pop star's New Year's Eve tour, learning about time zones as they attend all her concerts on the same night.",12.0,2020.0,[]
s1495,Movie,We Can Be Heroes,Robert Rodriguez,"['YaYa Gosselin', 'Pedro Pascal', 'Priyanka Chopra', 'Isaiah Russell-Bailey', 'Akira Akbar', 'Christian Slater', 'Boyd Holbrook', 'Adriana Barraza', 'Taylor Dooley', 'Vivien Lyra Blair', 'Hala Finley', 'Lyon Daniels', 'Sung Kang', 'Christopher McDonald', 'Andy Walken', 'Lotus Blossom', 'Haley Reinhart', 'Nathan Blair', 'Dylan Henry Lau', 'Andrew Diaz']",United States,2020-12-25,2020,4,101,Children & Family Movies,"When alien invaders capture Earth’s superheroes, their kids must learn to work together to save their parents — and the planet.",12.0,2020.0,[]
s1497,Movie,Cemara's Family,Yandy Laurens,"['Ringgo Agus Rahman', 'Nirina Zubir', 'Zara JKT48', 'Widuri Puteri', 'Ariyo Wahab', 'Asri Welas', 'Abdurrahman Arif', 'Kafin Sulthan']",Indonesia,2020-12-24,2018,3,110,Children & Family Movies,"After bankruptcy, Abah and Emak must adapt to a new life with their children in a remote village.",12.0,2020.0,[]
s1498,Movie,"Hello, Love, Goodbye",Cathy Garcia-Molina,"['Kathryn Bernardo', 'Alden Richards', 'Maymay Entrata', 'Maricel Laxa', 'Joross Gamboa', 'Jameson Blake', 'Kaka Bautista', 'Lito Pimentel', 'Jeffrey Tam', 'Lovely Abella']",Philippines,2020-12-24,2019,3,117,Dramas,"In Hong Kong, the lives of two overseas Filipino workers intertwine as they navigate daily duties, career aspirations and romantic possibilities.",12.0,2020.0,[]
s1499,Movie,The History of Future Folk,"John Mitchell, Jeremy Kipp Walker","[""Nils d'Aulaire"", 'Jay Klaitz', 'Julie Ann Emery', 'April L. Hernandez', 'Onata Aprile', 'Dee Snider']",United States,2020-12-23,2012,5,85,Action & Adventure,An alien ordered to colonize Earth abandons his mission when he hears music for the first time and is determined to save his adopted planet.,12.0,2020.0,[]
s1500,Movie,The Midnight Sky,George Clooney,"['George Clooney', 'Felicity Jones', 'Kyle Chandler', 'Demián Bichir', 'David Oyelowo', 'Tiffany Boone', 'Caoilinn Springall', 'Sophie Rundle', 'Ethan Peck']",United States,2020-12-23,2020,4,119,Dramas,"In the aftermath of a global catastrophe, a lone scientist in the Arctic races to contact a crew of astronauts with a warning not to return to Earth.",12.0,2020.0,[]
s1501,Movie,Your Name Engraved Herein,Liu Kuang-hui,"['Edward Chen', 'Tseng Ching-hua', 'Leon Dai', 'Jason Wang', 'Fabio Grangeon', 'Mimi Shao', 'Barry Qu', 'Erek Lin', 'Honduras', 'Lotus Wang']",Taiwan,2020-12-23,2020,7,115,Dramas,"In 1987, as martial law ends in Taiwan, Jia-han and Birdy fall in love amid family pressure, homophobia and social stigma.",12.0,2020.0,[]
s1502,Movie,After We Collided,Roger Kumble,"['Josephine Langford', 'Hero Fiennes Tiffin', 'Dylan Sprouse', 'Selma Blair', 'Louise Lombard', 'Shane Paul McGhie', 'Candice King', 'Charlie Weber', 'Khadijha Red Thunder', 'Inanna Sarkis', 'Pia Mia', 'Samuel Larsen', 'Dylan Arnold', 'Karimah Westbrook', 'Rob Estes']",United States,2020-12-22,2020,7,105,Dramas,"Tessa fell hard and fast for Hardin, but after a betrayal tears them apart, she must decide whether to move on — or trust him with a second chance.",12.0,2020.0,[]
s1503,Movie,London Hughes: To Catch a D*ck,Kristian Mercado,['London Hughes'],United States,2020-12-22,2020,3,68,Stand-Up Comedy,Bawdy comedian and television presenter London Hughes revisits her past in this acclaimed breakout special filled with unfiltered tales and wild stories.,12.0,2020.0,[]
s1505,Movie,QLIMAX THE SOURCE,"Daan Jansen, Stijn Verlinde","['Michael Brons', 'Nigel Coppen', 'Thomas Velderman', 'Carlos Antunes', 'Marco Spronk', 'Willem Rebergen', 'Joshua Dutrieux', 'Bob van der Palen', 'Sefa Vlaarkamp']",Netherlands,2020-12-22,2020,6,57,Music & Musicals,Seven priests. Six realms. One destiny. Begin an immersive audiovisual hardstyle trip into the mystical world of Qlimax — and become one with the sound.,12.0,2020.0,[]
s1508,Movie,Shaun the Sheep: The Farmer’s Llamas,Jay Grace,"['Justin Fletcher', 'John Sparkes', 'Sean Connolly', 'Chris Grimes']",United Kingdom,2020-12-22,2020,6,28,Children & Family Movies,"A trio of mischievous llamas from the county fair start making a mess of the farm, so Shaun and the flock must find a way to boot out the troublemakers.",12.0,2020.0,[]
s1513,Movie,Rhys Nicholson Live at the Athenaeum,Thomas Toby Parkinson,['Rhys Nicholson'],United Kingdom,2020-12-20,2020,6,66,Stand-Up Comedy,"Rhys Nicholson flexes his biting humor as he discusses horse tranquilizers, angry letters from viewers, and more in this stand-up special.",12.0,2020.0,[]
s1514,Movie,Atlas Shrugged: Part II,John Putch,"['Samantha Mathis', 'Jason Beghe', 'Esai Morales', 'Patrick Fabian', 'Kim Rhodes', 'Richard T. Jones', 'D.B. Sweeney', 'Paul McCrane', 'John Rubinstein', 'Robert Picardo']",United States,2020-12-19,2012,8,112,Dramas,"With the world's economy in dire straits, corporate protagonist Dagny Taggart searches for a solution amid the rubble of a long-abandoned factory.",12.0,2020.0,[]
